timestamp,model,input_tokens,output_tokens,input_cost,output_cost,total_cost,latency_ms,success,error
2026-01-29T17:37:47.888835,gemma,654,415,0.000000,0.000000,0.000000,12361.69,True,
2026-01-29T17:38:10.472902,gemma,792,613,0.000000,0.000000,0.000000,15858.74,True,
2026-01-29T17:38:35.909877,gemma,793,650,0.000000,0.000000,0.000000,19284.47,True,
2026-01-29T17:39:02.741268,gemma,1733,1209,0.000000,0.000000,0.000000,26828.17,True,
2026-01-29T17:39:04.957704,nemotron,1682,210,0.000000,0.000000,0.000000,2213.53,True,
2026-01-29T17:39:31.308029,gemma,2069,1232,0.000000,0.000000,0.000000,26349.07,True,
2026-01-29T17:39:37.705047,nemotron,1940,298,0.000000,0.000000,0.000000,6393.61,True,
2026-01-29T17:40:00.903300,gemma,599,1028,0.000000,0.000000,0.000000,23194.63,True,
2026-01-29T17:40:04.784358,nemotron,1507,236,0.000000,0.000000,0.000000,3875.99,True,
2026-01-29T17:40:29.782389,gemma,1919,1118,0.000000,0.000000,0.000000,24997.06,True,
2026-01-29T17:40:32.338316,nemotron,1873,73,0.000000,0.000000,0.000000,2553.25,True,
2026-01-29T17:41:05.489238,gemma,838,949,0.000000,0.000000,0.000000,27633.57,True,
2026-01-29T17:41:26.611632,gemma,1754,942,0.000000,0.000000,0.000000,21119.44,True,
2026-01-29T17:41:28.935189,nemotron,1421,208,0.000000,0.000000,0.000000,2320.38,True,
2026-01-29T17:41:53.208525,gemma,1806,1162,0.000000,0.000000,0.000000,24272.40,True,
2026-01-29T17:42:00.062439,nemotron,1870,247,0.000000,0.000000,0.000000,6850.65,True,
2026-01-29T17:42:11.634861,nemotron,969,559,0.000000,0.000000,0.000000,11570.76,True,
2026-01-29T17:42:19.224571,nemotron,896,405,0.000000,0.000000,0.000000,7588.54,True,
2026-01-29T17:42:25.286872,nemotron,1012,481,0.000000,0.000000,0.000000,6061.20,True,
2026-01-29T17:42:32.818134,nemotron,1040,700,0.000000,0.000000,0.000000,7530.78,True,
2026-01-29T17:42:39.185449,nemotron,963,333,0.000000,0.000000,0.000000,6366.39,True,
2026-01-29T17:43:08.460374,nemotron,1034,625,0.000000,0.000000,0.000000,29273.28,True,
2026-01-29T17:43:20.070903,nemotron,1096,834,0.000000,0.000000,0.000000,11606.78,True,
2026-01-29T17:43:32.644229,nemotron,1296,503,0.000000,0.000000,0.000000,12571.41,True,
2026-01-29T17:43:48.431246,nemotron,1396,718,0.000000,0.000000,0.000000,15786.21,True,
2026-01-29T17:44:03.919187,nemotron,978,524,0.000000,0.000000,0.000000,15487.04,True,
2026-01-29T17:44:13.961488,nemotron,1062,563,0.000000,0.000000,0.000000,10041.48,True,
2026-01-29T17:44:26.126422,nemotron,1074,493,0.000000,0.000000,0.000000,12163.55,True,
2026-01-29T17:44:33.908621,nemotron,1172,631,0.000000,0.000000,0.000000,7781.37,True,
2026-01-29T17:45:08.583285,nemotron,913,631,0.000000,0.000000,0.000000,34673.66,True,
2026-01-29T17:45:29.110328,nemotron,980,441,0.000000,0.000000,0.000000,20523.42,True,
2026-01-29T17:45:37.706715,gemma,548,49,0.000000,0.000000,0.000000,8594.09,True,
